Y,date,weekday,D,L,Z,K,slip,resid_trop,E,theta,hour,illum,beta,delta_t_h,dr_Y,dr_D,dr_Z,dr_K
186,2212-06-30,Tuesday,67935,45,9705,2300,14.64553,-0.0473,165.525399,14.474601,23,0.01674,3.2742,0.068,6,3,3,5
192,2218-06-30,Tuesday,70126,46,10018,2375,-9.148638,-0.5004,101.699761,78.300239,23,0.40003,-3.4869,0.071,3,7,1,8
203,2229-06-30,Tuesday,74144,49,10592,2511,-7.308728,-0.1645,71.671787,108.328213,23,0.65828,-1.8028,0.077,5,2,8,9
209,2235-06-30,Tuesday,76335,50,10905,2585,-1.572307,-0.6176,9.557362,170.442638,23,0.99289,1.5701,0.08,2,6,6,2
214,2240-06-30,Tuesday,78162,52,11166,2647,-5.468818,0.1714,47.968316,132.031684,23,0.83413,5.0189,0.083,7,6,6,1
220,2246-06-30,Tuesday,80353,53,11479,2721,0.267603,-0.2817,0.188018,179.811982,0,0.99856,-4.3485,0.087,4,1,4,3
231,2257-06-30,Tuesday,84371,56,12053,2857,2.107513,0.0542,26.172523,206.172523,0,0.94776,4.3288,0.094,6,5,2,4
237,2263-06-30,Tuesday,86562,57,12366,2931,7.843934,-0.399,98.051012,278.051012,0,0.4314,-4.229,0.098,3,9,9,6
242,2268-06-30,Tuesday,88389,59,12627,2993,3.947422,0.3901,54.86443,234.86443,0,0.78868,0.2664,0.101,8,9,9,5
248,2274-06-30,Tuesday,90580,60,12940,3067,9.683844,-0.063,112.387112,292.387112,0,0.31066,0.5904,0.105,5,4,7,7
259,2285-06-30,Tuesday,94598,63,13514,3203,11.523753,0.2729,136.693008,316.693008,0,0.13765,3.9707,0.113,7,8,5,8
265,2291-06-30,Tuesday,96789,64,13827,3278,-12.270414,-0.1803,129.689572,50.310428,23,0.18271,-5.1569,0.117,4,3,3,2
270,2296-06-30,Tuesday,98616,66,14088,3339,13.363663,0.6088,164.993547,344.993547,0,0.01873,-4.6297,0.121,9,3,3,9
277,2303-06-30,Tuesday,101171,66,14453,3426,-0.797571,-1.0865,0.021569,179.978431,7,0.99813,-4.9626,0.126,7,2,8,6
282,2308-06-30,Tuesday,102998,68,14714,3488,-4.694083,-0.2975,45.547941,134.452059,23,0.85003,-3.7349,0.13,3,2,8,5
288,2314-06-30,Tuesday,105189,69,15027,3562,1.042338,-0.7506,16.186104,196.186104,0,0.97929,3.7252,0.134,9,6,6,7
299,2325-06-30,Tuesday,109207,72,15601,3698,2.882248,-0.4147,32.777965,212.777965,0,0.92079,0.2224,0.143,2,1,4,8
305,2331-06-30,Tuesday,111398,73,15914,3772,8.618669,-0.8679,111.539838,291.539838,0,0.31764,-1.294,0.148,8,5,2,1
310,2336-06-30,Tuesday,113225,75,16175,3834,4.722157,-0.0788,52.92627,232.92627,0,0.80147,-4.302,0.152,4,5,2,9
316,2342-06-30,Tuesday,115416,76,16488,3908,10.458579,-0.5319,133.848318,313.848318,0,0.15552,4.82,0.157,1,9,9,2
327,2353-06-30,Tuesday,119434,79,17062,4044,12.298488,-0.196,149.927323,329.927323,0,0.06892,-4.4576,0.167,3,4,7,3
333,2359-06-30,Tuesday,121625,80,17375,4119,-11.495679,-0.6492,129.84155,50.15845,23,0.18102,3.428,0.172,9,8,5,6
338,2364-06-30,Tuesday,123452,82,17636,4180,14.138398,0.1399,168.689152,348.689152,0,0.0098,0.7695,0.177,5,8,5,4
344,2370-06-30,Tuesday,125643,83,17949,4255,-9.65577,-0.3133,100.143713,79.856287,23,0.41322,1.8112,0.182,2,3,3,7
355,2381-06-30,Tuesday,129661,86,18523,4391,-7.81586,0.0227,75.562553,104.437447,23,0.62529,-5.1301,0.192,4,7,1,8
361,2387-06-30,Tuesday,131852,87,18836,4465,-2.079439,-0.4305,17.583317,162.416683,23,0.97511,4.7319,0.198,1,2,8,1
366,2392-06-30,Tuesday,133679,89,19097,4527,-5.97595,0.3586,60.718123,119.281877,23,0.74471,4.3326,0.203,6,2,8,9
372,2398-06-30,Tuesday,135870,90,19410,4601,-0.239529,-0.0946,0.149498,179.850502,3,0.9986,-4.299,0.209,3,6,6,2
383,2409-06-30,Tuesday,139888,93,19984,4737,1.600381,0.2413,25.587898,205.587898,0,0.95124,-0.0368,0.22,5,1,4,3
389,2415-06-30,Tuesday,142079,94,20297,4811,7.336802,-0.2118,83.947327,263.947327,0,0.55401,-0.5956,0.226,2,5,2,5
394,2420-06-30,Tuesday,143906,96,20558,4873,3.44029,0.5773,49.418055,229.418055,0,0.82508,4.3854,0.231,7,5,2,4
400,2426-06-30,Tuesday,146097,97,20871,4947,9.176712,0.1241,107.548632,287.548632,0,0.35082,-3.9841,0.237,4,9,9,6
411,2437-06-30,Tuesday,150115,100,21445,5083,11.016621,0.46,137.205519,317.205519,0,0.13501,4.7867,0.249,6,4,7,7
417,2443-06-30,Tuesday,152306,101,21758,5158,-12.777546,0.0069,140.008223,39.991777,23,0.11823,-3.7199,0.255,3,8,5,1
422,2448-06-30,Tuesday,154133,103,22019,5219,12.856531,0.7959,162.980536,342.980536,0,0.02206,-0.8339,0.261,8,8,5,8
428,2454-06-30,Tuesday,156324,104,22332,5294,-10.937637,0.3428,125.345138,54.654862,23,0.21156,-0.1111,0.267,5,3,3,2
439,2465-06-30,Tuesday,160342,107,22906,5430,-9.097727,0.6787,104.192129,75.807871,23,0.37896,4.3162,0.279,7,7,1,3
445,2471-06-30,Tuesday,162533,108,23219,5504,-3.361306,0.2256,23.992459,156.007541,23,0.95543,-4.7051,0.286,4,2,8,5
450,2476-06-30,Tuesday,164360,110,23480,5566,-7.257817,1.0146,74.450149,105.549851,23,0.63476,-4.7312,0.292,9,2,8,4
456,2482-06-30,Tuesday,166551,111,23793,5640,-1.521396,0.5615,6.051313,173.948687,23,0.99581,4.321,0.299,6,6,6,6
467,2493-06-30,Tuesday,170569,114,24367,5776,0.318514,0.8974,0.205333,180.205333,0,0.99976,-1.783,0.312,8,1,4,7
473,2499-06-30,Tuesday,172760,115,24680,5850,6.054935,0.4443,82.000932,262.000932,0,0.57089,0.2898,0.319,5,5,2,9
479,2505-06-30,Tuesday,174951,116,24993,5924,11.791356,-0.0089,138.329627,318.329627,0,0.12714,-1.1696,0.327,2,9,9,2
485,2511-06-30,Tuesday,177142,117,25306,5999,-12.002811,-0.462,129.102805,50.897195,23,0.18555,-1.6981,0.334,8,4,7,5
490,2516-06-30,Tuesday,178969,119,25567,6060,13.631266,0.327,163.645832,343.645832,0,0.0213,-3.6254,0.34,4,4,7,3
496,2522-06-30,Tuesday,181160,120,25880,6135,-10.162902,-0.1261,103.756133,76.243867,23,0.38272,5.1419,0.348,1,8,5,6
507,2533-06-30,Tuesday,185178,123,26454,6271,-8.322992,0.2098,88.626066,91.373934,23,0.51312,-4.3694,0.362,3,3,3,7
513,2539-06-30,Tuesday,187369,124,26767,6345,-2.586571,-0.2433,18.758419,161.241581,23,0.97244,3.9228,0.369,9,7,1,9
518,2544-06-30,Tuesday,189196,126,27028,6407,-6.483082,0.5457,73.654061,106.345939,23,0.64179,0.7776,0.376,5,7,1,8
524,2550-06-30,Tuesday,191387,127,27341,6481,-0.746661,0.0926,0.175384,180.175384,7,1.0,0.0934,0.384,2,2,8,1
535,2561-06-30,Tuesday,195405,130,27915,6617,1.093249,0.4285,18.827219,198.827219,0,0.97222,-4.0608,0.398,4,6,6,2
541,2567-06-30,Tuesday,197596,131,28228,6691,6.82967,-0.0246,78.909383,258.909383,0,0.59727,3.9848,0.406,1,1,4,4
546,2572-06-30,Tuesday,199423,133,28489,6753,2.933158,0.7644,36.415471,216.415471,0,0.90135,4.9382,0.413,6,1,4,3
552,2578-06-30,Tuesday,201614,134,28802,6827,8.66958,0.3113,109.048844,289.048844,0,0.33864,-4.9237,0.421,3,5,2,5
563,2589-06-30,Tuesday,205632,137,29376,6963,10.509489,0.6472,135.264854,315.264854,0,0.14552,0.9782,0.436,5,9,9,6
569,2595-06-30,Tuesday,207823,138,29689,7038,-13.284678,0.1941,153.414291,26.585709,23,0.05311,-0.0121,0.445,2,4,7,9
575,2601-06-30,Tuesday,210014,139,30002,7112,-7.548257,-0.2591,73.314605,106.685395,23,0.64467,-1.2166,0.453,8,8,5,2
581,2607-06-30,Tuesday,212205,140,30315,7186,-1.811835,-0.7122,14.099332,165.900668,23,0.98495,0.7292,0.462,5,3,3,4
586,2612-06-30,Tuesday,214032,142,30576,7248,-5.708347,0.0768,52.198649,127.801351,23,0.80612,4.7753,0.469,1,3,3,3
592,2618-06-30,Tuesday,216223,143,30889,7322,0.028074,-0.3763,0.152082,179.847918,5,0.99871,-4.1214,0.477,7,7,1,5
603,2629-06-30,Tuesday,220241,146,31463,7458,1.867984,-0.0404,24.729483,204.729483,0,0.95296,4.5963,0.493,9,2,8,6
609,2635-06-30,Tuesday,222432,147,31776,7532,7.604405,-0.4935,92.371958,272.371958,0,0.48064,-4.7369,0.502,6,6,6,8
614,2640-06-30,Tuesday,224259,149,32037,7594,3.707893,0.2955,52.779311,232.779311,0,0.8033,-0.3814,0.51,2,6,6,7
620,2646-06-30,Tuesday,226450,150,32350,7668,9.444315,-0.1576,108.622565,288.622565,0,0.34153,1.3782,0.519,8,1,4,9
631,2657-06-30,Tuesday,230468,153,32924,7804,11.284224,0.1783,134.971033,314.971033,0,0.14798,3.5559,0.535,1,5,2,1
637,2663-06-30,Tuesday,232659,154,33237,7879,-12.509943,-0.2748,133.279203,46.720797,23,0.15917,-4.9971,0.544,7,9,9,4
642,2668-06-30,Tuesday,234486,156,33498,7940,13.124134,0.5142,163.397566,343.397566,0,0.02267,-4.8303,0.552,3,9,9,2
648,2674-06-30,Tuesday,236677,157,33811,8015,-10.670034,0.0611,116.443993,63.556007,23,0.27891,4.3016,0.561,9,4,7,5
659,2685-06-30,Tuesday,240695,160,34385,8151,-8.830124,0.397,101.952635,78.047365,23,0.39763,-0.7628,0.578,2,8,5,6
665,2691-06-30,Tuesday,242886,161,34698,8225,-3.093703,-0.0562,20.23206,159.76794,23,0.96924,-0.6288,0.588,8,3,3,8
670,2696-06-30,Tuesday,244713,163,34959,8287,-6.990214,0.7329,77.313781,102.686219,23,0.61074,-3.9353,0.596,4,3,3,7
677,2703-06-30,Tuesday,247268,163,35324,8373,8.37914,-0.9624,109.613536,289.613536,0,0.33336,-0.6667,0.607,2,2,8,3
682,2708-06-30,Tuesday,249095,165,35585,8435,4.482629,-0.1734,50.905289,230.905289,0,0.81543,-3.9005,0.615,7,2,8,2
688,2714-06-30,Tuesday,251286,166,35898,8509,10.21905,-0.6265,129.304297,309.304297,0,0.185,4.4668,0.625,4,6,6,4
699,2725-06-30,Tuesday,255304,169,36472,8645,12.058959,-0.2906,144.62581,324.62581,0,0.09418,-4.8533,0.643,6,1,4,5
705,2731-06-30,Tuesday,257495,170,36785,8720,-11.735208,-0.7437,131.117646,48.882354,23,0.17268,3.8336,0.652,3,5,2,8
710,2736-06-30,Tuesday,259322,172,37046,8781,13.898869,0.0453,165.045542,345.045542,0,0.01719,1.5321,0.661,8,5,2,6
716,2742-06-30,Tuesday,261513,173,37359,8856,-9.895298,-0.4078,101.759687,78.240313,23,0.39932,1.2219,0.671,5,9,9,9
727,2753-06-30,Tuesday,265531,176,37933,8992,-8.055389,-0.0719,79.803018,100.196982,23,0.58934,-4.8758,0.689,7,4,7,1
733,2759-06-30,Tuesday,267722,177,38246,9066,-2.318967,-0.5251,19.968636,160.031364,23,0.96864,4.4656,0.699,4,8,5,3
738,2764-06-30,Tuesday,269549,179,38507,9128,-6.215479,0.264,66.278513,113.721487,23,0.70139,4.8119,0.708,9,8,5,2
744,2770-06-30,Tuesday,271740,180,38820,9202,-0.479058,-0.1891,0.086291,180.086291,7,0.99847,-4.4943,0.718,6,3,3,4
755,2781-06-30,Tuesday,275758,183,39394,9338,1.360852,0.1468,23.087199,203.087199,0,0.96016,0.641,0.737,8,7,1,5
761,2787-06-30,Tuesday,277949,184,39707,9412,7.097273,-0.3064,80.163311,260.163311,0,0.58668,-1.3825,0.747,5,2,8,7
766,2792-06-30,Tuesday,279776,186,39968,9474,3.200761,0.4827,44.813932,224.813932,0,0.85456,3.8375,0.756,1,2,8,6
772,2798-06-30,Tuesday,281967,187,40281,9548,8.937183,0.0296,106.101058,286.101058,0,0.36285,-3.5646,0.767,7,6,6,8
783,2809-06-30,Tuesday,285985,190,40855,9684,10.777092,0.3655,135.759929,315.759929,0,0.1438,4.9751,0.786,9,1,4,9
789,2815-06-30,Tuesday,288176,191,41168,9759,-13.017075,-0.0877,145.425419,34.574581,23,0.08984,-4.2834,0.797,6,5,2,3
794,2820-06-30,Tuesday,290003,193,41429,9820,12.617002,0.7014,159.837691,339.837691,0,0.03096,-1.5516,0.806,2,5,2,1
800,2826-06-30,Tuesday,292194,194,41742,9895,-11.177166,0.2482,129.517952,50.482048,23,0.18261,0.7181,0.817,8,9,9,4
811,2837-06-30,Tuesday,296212,197,42316,10031,-9.337256,0.5842,105.87534,74.12466,23,0.36474,3.9228,0.837,1,4,7,5
817,2843-06-30,Tuesday,298403,198,42629,10105,-3.600834,0.131,28.629955,151.370045,23,0.93785,-4.3339,0.848,7,8,5,7
822,2848-06-30,Tuesday,300230,200,42890,10167,-7.497346,0.9201,75.584136,104.415864,23,0.6252,-4.9585,0.857,3,8,5,6
828,2854-06-30,Tuesday,302421,201,43203,10241,-1.760925,0.4669,11.273762,168.726238,23,0.98872,4.7249,0.868,9,3,3,8
839,2865-06-30,Tuesday,306439,204,43777,10377,0.078985,0.8028,0.019117,179.980883,6,0.99964,-2.1899,0.888,2,7,1,9
845,2871-06-30,Tuesday,308630,205,44090,10451,5.815406,0.3497,79.436,259.436,0,0.59293,0.9823,0.9,8,2,8,2
850,2876-06-30,Tuesday,310457,207,44351,10513,1.918894,1.1388,22.21434,202.21434,0,0.96266,-2.5479,0.909,4,2,8,1
856,2882-06-30,Tuesday,312648,208,44664,10587,7.655316,0.6856,96.904352,276.904352,0,0.44124,3.3312,0.921,1,6,6,3
867,2893-06-30,Tuesday,316666,211,45238,10723,9.495225,1.0215,110.46656,290.46656,0,0.327,-5.2404,0.942,3,1,4,4
873,2899-06-30,Tuesday,318857,212,45551,10798,-14.298942,0.5684,159.978095,20.021905,23,0.03191,4.62,0.953,9,5,2,7
879,2905-06-30,Tuesday,321048,213,45864,10872,-8.562521,0.1153,94.268141,85.731859,23,0.46409,-4.8372,0.965,6,9,9,9
885,2911-06-30,Tuesday,323239,214,46177,10946,-2.826099,-0.3379,20.313325,159.686675,23,0.96774,4.2715,0.977,3,4,7,2
890,2916-06-30,Tuesday,325066,216,46438,11008,-6.722611,0.4512,77.082395,102.917605,23,0.61287,1.5341,0.987,8,4,7,1
896,2922-06-30,Tuesday,327257,217,46751,11082,-0.98619,-0.002,0.1432,179.8568,12,0.99999,-0.3643,0.998,5,8,5,3
907,2933-06-30,Tuesday,331275,220,47325,11218,0.85372,0.3339,14.031821,194.031821,0,0.98429,-3.457,1.02,7,3,3,4
913,2939-06-30,Tuesday,333466,221,47638,11292,6.590141,-0.1192,77.444273,257.444273,0,0.6098,3.557,1.032,4,7,1,6
918,2944-06-30,Tuesday,335293,223,47899,11354,2.693629,0.6699,31.166279,211.166279,0,0.92654,5.0689,1.042,9,7,1,5
924,2950-06-30,Tuesday,337484,224,48212,11428,8.430051,0.2167,107.758947,287.758947,0,0.34933,-5.1043,1.055,6,2,8,7
935,2961-06-30,Tuesday,341502,227,48786,11564,10.26996,0.5526,131.940713,311.940713,0,0.16669,1.7154,1.077,8,6,6,8
941,2967-06-30,Tuesday,343693,228,49099,11639,-13.524207,0.0995,157.391105,22.608895,23,0.03866,-0.8218,1.089,5,1,4,2
946,2972-06-30,Tuesday,345520,230,49360,11700,12.10987,0.8885,148.19347,328.19347,0,0.07585,2.5634,1.1,1,1,4,9
952,2978-06-30,Tuesday,347711,231,49673,11775,-11.684298,0.4354,133.881676,46.118324,23,0.15487,-3.8209,1.112,7,5,2,3
963,2989-06-30,Tuesday,351729,234,50247,11911,-9.844388,0.7713,104.215494,75.784506,23,0.37888,4.9657,1.135,9,9,9,4
969,2995-06-30,Tuesday,353920,235,50560,11985,-4.107967,0.3182,42.142417,137.857583,23,0.86983,-4.963,1.148,6,4,7,6
975,3001-06-30,Tuesday,356111,236,50873,12059,1.628455,-0.135,23.135548,203.135548,0,0.95842,4.8091,1.161,3,8,5,8
981,3007-06-30,Tuesday,358302,237,51186,12133,7.364876,-0.5881,86.849794,266.849794,0,0.52864,-5.0828,1.173,9,3,3,1
986,3012-06-30,Tuesday,360129,239,51447,12195,3.468364,0.201,50.055411,230.055411,0,0.82176,-1.0826,1.184,5,3,3,9
992,3018-06-30,Tuesday,362320,240,51760,12269,9.204786,-0.2522,105.556309,285.556309,0,0.36721,2.0814,1.197,2,7,1,2
1003,3029-06-30,Tuesday,366338,243,52334,12405,11.044695,0.0837,133.52886,313.52886,0,0.15686,3.1036,1.221,4,2,8,3
1009,3035-06-30,Tuesday,368529,244,52647,12480,-12.749472,-0.3694,137.563647,42.436353,23,0.13277,-4.6906,1.234,1,6,6,6
1014,3040-06-30,Tuesday,370356,246,52908,12541,12.884605,0.4196,161.527997,341.527997,0,0.02769,-4.9704,1.245,6,6,6,4
1020,3046-06-30,Tuesday,372547,247,53221,12616,-10.909562,-0.0335,122.002663,57.997337,23,0.23679,4.7525,1.258,3,1,4,7
1031,3057-06-30,Tuesday,376565,250,53795,12752,-9.069653,0.3024,105.40462,74.59538,23,0.36839,-1.5196,1.282,5,5,2,8
1037,3063-06-30,Tuesday,378756,251,54108,12826,-3.333231,-0.1507,23.090809,156.909191,23,0.9601,0.0834,1.296,2,9,9,1
1042,3068-06-30,Tuesday,380583,253,54369,12888,-7.229743,0.6383,78.62649,101.37351,23,0.59963,-3.5136,1.307,7,9,9,9
1048,3074-06-30,Tuesday,382774,254,54682,12962,-1.493322,0.1852,3.555004,176.444996,23,0.99783,3.9956,1.321,4,4,7,2
1059,3085-06-30,Tuesday,386792,257,55256,13098,0.346588,0.5211,1.324233,181.324233,0,0.99797,-5.005,1.345,6,8,5,3
1065,3091-06-30,Tuesday,388983,258,55569,13172,6.083009,0.068,79.18614,259.18614,0,0.59476,5.1252,1.359,3,3,3,5
1070,3096-06-30,Tuesday,390810,260,55830,13234,2.186497,0.857,22.42284,202.42284,0,0.96184,2.8743,1.371,8,3,3,4
1077,3103-06-30,Tuesday,393365,260,56195,13321,-11.974737,-0.8383,132.402605,47.597395,23,0.16445,4.1958,1.387,6,2,8,1
1082,3108-06-30,Tuesday,395192,262,56456,13382,13.65934,-0.0493,162.000093,342.000093,0,0.02495,2.2134,1.398,2,2,8,8
1088,3114-06-30,Tuesday,397383,263,56769,13457,-10.134827,-0.5024,103.991521,76.008479,23,0.38028,0.5593,1.412,8,6,6,2
1099,3125-06-30,Tuesday,401401,266,57343,13593,-8.294918,-0.1665,84.745867,95.254133,23,0.54681,-4.4595,1.438,1,1,4,3
1105,3131-06-30,Tuesday,403592,267,57656,13667,-2.558496,-0.6196,21.946088,158.053912,23,0.96271,4.1368,1.452,7,5,2,5
1110,3136-06-30,Tuesday,405419,269,57917,13729,-6.455008,0.1694,71.580545,108.419455,23,0.65839,5.1266,1.464,3,5,2,4
1116,3142-06-30,Tuesday,407610,270,58230,13803,-0.718587,-0.2837,0.143362,180.143362,11,0.99835,-4.6679,1.478,9,9,9,6
1127,3153-06-30,Tuesday,411628,273,58804,13939,1.121323,0.0522,19.925562,199.925562,0,0.97011,1.369,1.504,2,4,7,7
1133,3159-06-30,Tuesday,413819,274,59117,14013,6.857744,-0.4009,77.061376,257.061376,0,0.61316,-2.0857,1.519,8,8,5,9
1138,3164-06-30,Tuesday,415646,276,59378,14075,2.961232,0.3881,39.705518,219.705518,0,0.88463,3.138,1.531,4,8,5,8
1144,3170-06-30,Tuesday,417837,277,59691,14149,8.697654,-0.065,104.87134,284.87134,0,0.37314,-3.1097,1.545,1,3,3,1
1155,3181-06-30,Tuesday,421855,280,60265,14285,10.537563,0.2709,133.925587,313.925587,0,0.15522,5.1058,1.572,3,7,1,2
1161,3187-06-30,Tuesday,424046,281,60578,14360,-13.256604,-0.1822,150.783779,29.216221,23,0.06537,-4.6998,1.587,9,2,8,5
1166,3192-06-30,Tuesday,425873,283,60839,14421,12.377473,0.6068,155.991956,335.991956,0,0.04383,-2.3009,1.599,5,2,8,3
1172,3198-06-30,Tuesday,428064,284,61152,14496,-11.416694,0.1537,133.016686,46.983314,23,0.15969,1.474,1.614,2,6,6,6
1183,3209-06-30,Tuesday,432082,287,61726,14632,-9.576785,0.4896,107.243462,72.756538,23,0.35324,3.4919,1.642,4,1,4,7
1189,3215-06-30,Tuesday,434273,288,62039,14706,-3.840363,0.0364,33.770897,146.229103,23,0.91504,-3.8,1.657,1,5,2,9
1194,3220-06-30,Tuesday,436100,290,62300,14768,-7.736875,0.8255,77.050132,102.949868,23,0.61279,-5.1369,1.669,6,5,2,8
1200,3226-06-30,Tuesday,438291,291,62613,14842,-2.000454,0.3724,16.223575,163.776425,23,0.97836,4.9674,1.684,3,9,9,1
1211,3237-06-30,Tuesday,442309,294,63187,14978,-0.160544,0.7083,0.085131,180.085131,12,0.9995,-2.5576,1.712,5,4,7,2
1217,3243-06-30,Tuesday,444500,295,63500,15052,5.575877,0.2551,76.136119,256.136119,0,0.62099,1.7227,1.728,2,8,5,4
1222,3248-06-30,Tuesday,446327,297,63761,15114,1.679365,1.0442,20.65141,200.65141,0,0.96779,-2.0049,1.74,7,8,5,3
1228,3254-06-30,Tuesday,448518,298,64074,15188,7.415787,0.591,91.334578,271.334578,0,0.48963,2.5301,1.756,4,3,3,5
1239,3265-06-30,Tuesday,452536,301,64648,15324,9.255696,0.927,106.069079,286.069079,0,0.36333,-5.1135,1.784,6,7,1,6
1245,3271-06-30,Tuesday,454727,302,64961,15399,-14.538471,0.4738,161.758161,18.241839,23,0.02695,4.8272,1.8,3,2,8,9
1250,3276-06-30,Tuesday,456554,304,65222,15460,11.095606,1.2629,131.145282,311.145282,0,0.17248,3.7739,1.813,8,2,8,7
1256,3282-06-30,Tuesday,458745,305,65535,15535,-12.698562,0.8097,135.801466,44.198534,23,0.14222,-1.2664,1.829,5,6,6,1
1267,3293-06-30,Tuesday,462763,308,66109,15671,-10.858652,1.1457,117.708521,62.291479,23,0.26879,-3.1282,1.858,7,1,4,2
1273,3299-06-30,Tuesday,464954,309,66422,15745,-5.122231,0.6925,51.184803,128.815197,23,0.81371,3.0447,1.874,4,5,2,4
1279,3305-06-30,Tuesday,467145,310,66735,15819,0.614191,0.2394,8.893377,188.893377,0,0.99348,-2.7146,1.89,1,9,9,6
1285,3311-06-30,Tuesday,469336,311,67048,15893,6.350612,-0.2138,76.230852,256.230852,0,0.62015,3.0957,1.906,7,4,7,8
1290,3316-06-30,Tuesday,471163,313,67309,15955,2.4541,0.5753,26.374483,206.374483,0,0.94652,5.0375,1.919,3,4,7,7
1296,3322-06-30,Tuesday,473354,314,67622,16029,8.190522,0.1221,106.072264,286.072264,0,0.3634,-5.228,1.936,9,8,5,9
1307,3333-06-30,Tuesday,477372,317,68196,16165,10.030431,0.4581,127.88584,307.88584,0,0.19404,2.4801,1.965,2,3,3,1
1313,3339-06-30,Tuesday,479563,318,68509,16240,-13.763736,0.0049,160.727807,19.272193,23,0.02833,-1.5585,1.982,8,7,1,4
1318,3344-06-30,Tuesday,481390,320,68770,16301,11.870341,0.794,142.816582,322.816582,0,0.10227,1.7078,1.995,4,7,1,2
1324,3350-06-30,Tuesday,483581,321,69083,16376,-11.923826,0.3408,135.438027,44.561973,23,0.14502,-3.377,2.012,1,2,8,5
1335,3361-06-30,Tuesday,487599,324,69657,16512,-10.083917,0.6768,105.709576,74.290424,23,0.36634,5.1374,2.042,3,6,6,6
1341,3367-06-30,Tuesday,489790,325,69970,16586,-4.347495,0.2236,46.926639,133.073361,23,0.84068,-5.1454,2.059,9,1,4,8
